Date,Ticker,Open,High,Low,Close,Volume
2022-04-19,MSFT,102.55,103.39,99.05,102.06,7086932
2022-04-20,MSFT,104.57,105.13,104.43,105.01,6224237
2022-04-21,MSFT,101.98,104.13,100.89,104.12,6299238
2022-04-22,MSFT,101.05,101.98,99.88,100.36,4891151
2022-04-25,MSFT,101.82,102.19,98.14,99.12,9551795
2022-04-26,MSFT,100.52,101.63,99.6,100.65,6182101
2022-04-27,MSFT,98.94,100.52,97.83,99.94,6272225
2022-04-28,MSFT,103.18,104.6,100.6,101.17,4452814
2022-04-29,MSFT,102.92,103.15,100.76,101.31,5798793
2022-05-02,MSFT,103.37,104.01,100.25,101.33,6113728
2022-05-03,MSFT,104.88,105.84,102.52,102.86,3866457
2022-05-04,MSFT,100.59,102.42,99.48,101.66,6595956
2022-05-05,MSFT,103.72,104.62,101.82,102.79,5860319
2022-05-06,MSFT,102.76,103.7,101.38,102.48,1773952
2022-05-09,MSFT,103.43,103.71,102.9,103.17,2229458
2022-05-10,MSFT,100.43,102.43,99.97,101.17,2493551
2022-05-11,MSFT,99.5,100.71,99.14,100.25,6410897
2022-05-12,MSFT,100.86,102.76,98.56,99.18,6846866
2022-05-13,MSFT,99.61,102.26,98.17,101.44,3059385
2022-05-16,MSFT,98.76,99.86,97.6,97.99,7043995
2022-05-17,MSFT,97.53,99.31,94.52,95.68,8267807
2022-05-18,MSFT,99.61,101.9,98.09,100.82,1282140
2022-05-19,MSFT,101.69,103.33,101.15,101.64,8683647
2022-05-20,MSFT,102.52,104.15,102.14,102.4,6433001
2022-05-23,MSFT,103.47,107.43,103.06,105.57,7236893
2022-05-24,MSFT,102.61,104.45,101.05,103.52,7521689
2022-05-25,MSFT,103.3,107.24,101.04,104.97,2258624
2022-05-26,MSFT,105.45,107.31,103.91,104.22,7671203
2022-05-27,MSFT,105.51,105.53,104.62,105.32,8493971
2022-05-30,MSFT,104.85,105.22,102.22,103.84,8930221
2022-05-31,MSFT,106.29,106.63,105.38,105.88,4649279
2022-06-01,MSFT,104.17,104.63,103.97,104.62,4649886
2022-06-02,MSFT,102.93,105.34,101.07,104.71,9582447
2022-06-03,MSFT,103.26,105.53,102.11,105.5,7184377
2022-06-06,MSFT,108.15,109.28,107.17,107.32,4812010
2022-06-07,MSFT,106.23,109.35,104.24,107.57,6253974
2022-06-08,MSFT,105.41,109.3,104.79,108.34,8040906
2022-06-09,MSFT,107.41,109.24,106.71,109.02,8831038
2022-06-10,MSFT,110.52,111.94,108.29,109.74,8557773
2022-06-13,MSFT,113.52,115.78,110.56,112.87,1243877
2022-06-14,MSFT,115.41,115.77,108.91,110.74,2858997
2022-06-15,MSFT,114.77,115.3,114.39,114.56,3120711
2022-06-16,MSFT,113.96,115.27,113.91,114.04,6759919
2022-06-17,MSFT,118.3,119.02,115.56,116.3,7600430
2022-06-20,MSFT,121.03,122.08,116.53,118.93,6754640
2022-06-21,MSFT,117.29,117.49,114.85,116.65,5197079
2022-06-22,MSFT,114.55,115.75,113.22,114.38,4318843
2022-06-23,MSFT,113.52,116.83,112.38,115.27,2846357
2022-06-24,MSFT,114.69,115.01,113.19,113.8,1134445
2022-06-27,MSFT,115.22,116.2,112.12,115.99,1871535
2022-06-28,MSFT,115.74,116.26,113.95,116.22,3873524
2022-06-29,MSFT,113.45,114.06,110.3,112.14,1597904
2022-06-30,MSFT,115.18,115.81,113.81,115.66,5772945
2022-07-01,MSFT,115.98,118.12,112.48,113.14,8870907
2022-07-04,MSFT,114.58,115.64,111.28,113.04,5303677
2022-07-05,MSFT,114.7,116.3,112.72,116.19,1919134
2022-07-06,MSFT,115.17,115.57,114.4,115.38,8200987
2022-07-07,MSFT,115.0,117.96,114.19,114.48,4637967
2022-07-08,MSFT,115.11,115.92,114.71,115.41,4681890
2022-07-11,MSFT,115.35,117.48,111.99,112.94,2032499
2022-07-12,MSFT,113.17,113.52,111.92,112.87,3806284
2022-07-13,MSFT,112.7,113.22,112.1,113.05,7816080
2022-07-14,MSFT,109.73,110.54,108.82,110.26,5280428
2022-07-15,MSFT,111.21,112.52,110.1,111.69,9471414
2022-07-18,MSFT,106.78,108.27,106.34,106.75,6044829
2022-07-19,MSFT,107.23,109.82,106.45,106.68,2930440
2022-07-20,MSFT,109.84,111.37,109.04,110.37,2308014
2022-07-21,MSFT,107.75,109.39,106.78,109.12,3115226
2022-07-22,MSFT,107.69,109.79,107.11,108.43,8596537
2022-07-25,MSFT,110.2,111.67,109.47,111.48,8058021
2022-07-26,MSFT,111.79,113.13,110.29,110.85,9970512
2022-07-27,MSFT,110.73,113.55,109.08,112.57,9466724
2022-07-28,MSFT,113.07,114.18,110.28,111.38,7853878
2022-07-29,MSFT,115.58,116.39,113.15,113.65,3848439
2022-08-01,MSFT,111.27,113.35,110.56,112.82,4531674
2022-08-02,MSFT,110.26,111.88,109.73,111.82,7519585
2022-08-03,MSFT,110.63,111.6,108.87,109.09,8221352
2022-08-04,MSFT,110.74,114.82,110.48,113.76,5430675
2022-08-05,MSFT,111.84,112.2,108.19,110.02,2160152
2022-08-08,MSFT,110.41,110.5,108.97,110.44,3714766
2022-08-09,MSFT,112.81,114.36,108.82,109.27,9020497
2022-08-10,MSFT,113.25,114.83,109.11,111.39,6381299
2022-08-11,MSFT,111.12,113.8,108.1,109.76,6125819
2022-08-12,MSFT,113.01,113.5,111.9,112.26,2845964
2022-08-15,MSFT,110.15,110.65,108.97,109.44,9521267
2022-08-16,MSFT,109.38,110.56,108.61,108.85,6422569
2022-08-17,MSFT,110.38,112.27,108.96,110.8,5411054
2022-08-18,MSFT,109.1,109.41,108.01,108.32,8144013
2022-08-19,MSFT,110.15,110.44,107.28,108.91,2097996
2022-08-22,MSFT,107.83,109.67,107.35,109.46,2383640
2022-08-23,MSFT,110.98,111.9,108.31,109.61,1337283
2022-08-24,MSFT,114.98,115.13,112.79,113.59,3497934
2022-08-25,MSFT,114.13,114.38,112.47,113.28,4710879
2022-08-26,MSFT,110.38,112.14,108.63,109.02,2765317
2022-08-29,MSFT,114.21,114.99,112.15,112.57,5290447
2022-08-30,MSFT,112.21,113.9,111.36,111.72,5370602
2022-08-31,MSFT,109.88,110.61,107.36,108.61,7572829
2022-09-01,MSFT,110.02,112.4,108.02,111.59,5414011
2022-09-02,MSFT,111.01,111.86,107.85,111.44,3561913
2022-09-05,MSFT,109.06,113.42,108.23,111.39,1888698
2022-09-06,MSFT,113.3,115.41,112.03,114.18,9830852
2022-09-07,MSFT,112.34,113.58,112.15,112.38,9796015
2022-09-08,MSFT,113.33,114.88,108.76,110.72,7424342
2022-09-09,MSFT,109.97,110.18,105.98,107.11,4633646
2022-09-12,MSFT,110.95,111.79,109.3,110.46,3659786
2022-09-13,MSFT,113.6,113.76,111.81,112.64,2414474
2022-09-14,MSFT,112.84,114.12,111.6,113.36,4571387
2022-09-15,MSFT,112.15,114.09,111.3,111.68,9421374
2022-09-16,MSFT,111.45,111.51,109.27,109.47,5128784
2022-09-19,MSFT,109.14,109.54,108.5,108.73,1311385
2022-09-20,MSFT,108.81,111.13,105.65,110.72,1069518
2022-09-21,MSFT,110.06,110.34,105.46,106.73,4199039
2022-09-22,MSFT,109.81,112.33,108.66,111.95,3429151
2022-09-23,MSFT,107.33,108.03,106.89,107.92,8950806
2022-09-26,MSFT,107.75,108.93,104.69,105.6,7262094
2022-09-27,MSFT,108.01,108.91,106.73,108.5,1287635
2022-09-28,MSFT,110.38,113.64,107.05,108.4,6081502
2022-09-29,MSFT,106.92,108.33,103.41,105.27,8323777
2022-09-30,MSFT,110.58,111.81,110.51,111.8,7847575
2022-10-03,MSFT,109.13,111.33,108.39,110.28,4896937
2022-10-04,MSFT,110.67,112.79,108.82,111.47,7436737
2022-10-05,MSFT,110.42,115.45,109.57,114.4,5071867
2022-10-06,MSFT,112.62,115.04,111.76,113.56,6997804
2022-10-07,MSFT,111.63,111.95,108.46,110.8,6232651
2022-10-10,MSFT,107.68,110.81,106.3,108.73,3573697
2022-10-11,MSFT,110.46,112.25,108.15,110.3,2196311
2022-10-12,MSFT,108.91,112.02,108.77,111.68,2652131
2022-10-13,MSFT,112.1,113.07,111.34,111.9,6173395
2022-10-14,MSFT,111.28,112.99,109.93,111.72,3656222
2022-10-17,MSFT,113.59,113.69,109.64,113.25,8970564
2022-10-18,MSFT,112.24,115.06,111.22,114.23,3469970
2022-10-19,MSFT,116.76,118.58,114.24,115.49,3380612
2022-10-20,MSFT,112.6,113.65,112.57,112.96,3670492
2022-10-21,MSFT,113.61,115.12,111.34,114.82,9151168
2022-10-24,MSFT,115.09,116.4,114.46,114.85,2578458
2022-10-25,MSFT,115.09,115.98,113.02,113.73,1671986
2022-10-26,MSFT,117.49,118.02,113.68,116.1,9901674
2022-10-27,MSFT,115.7,118.72,114.96,115.77,9507528
2022-10-28,MSFT,115.33,115.62,113.31,114.58,9745386
2022-10-31,MSFT,116.33,118.3,114.08,115.34,7767835
2022-11-01,MSFT,120.23,122.84,118.58,121.21,4934053
2022-11-02,MSFT,116.95,120.78,116.76,120.33,4875416
2022-11-03,MSFT,119.67,120.09,118.51,118.75,5879797
2022-11-04,MSFT,121.14,122.08,117.62,119.73,9053048
2022-11-07,MSFT,118.39,121.21,117.85,118.68,8110928
2022-11-08,MSFT,117.54,118.49,114.55,117.14,6254230
2022-11-09,MSFT,118.89,119.66,118.21,119.23,8820783
2022-11-10,MSFT,116.36,121.25,115.93,120.25,5799412
2022-11-11,MSFT,118.32,121.09,117.41,120.0,8433980
2022-11-14,MSFT,116.88,119.2,116.29,116.68,8595853
2022-11-15,MSFT,117.19,118.92,116.81,117.72,5805028
2022-11-16,MSFT,119.57,123.49,119.09,120.74,3267357
2022-11-17,MSFT,115.77,118.84,114.63,117.65,8609387
2022-11-18,MSFT,114.52,117.53,113.46,114.07,2613560
2022-11-21,MSFT,116.93,117.34,114.17,116.42,5305665
2022-11-22,MSFT,115.29,118.71,114.61,118.55,1255658
2022-11-23,MSFT,118.91,120.53,118.14,118.9,8313367
2022-11-24,MSFT,119.54,121.03,117.62,118.29,4894456
2022-11-25,MSFT,118.07,118.12,117.17,117.65,5266399
2022-11-28,MSFT,118.53,119.55,117.93,118.61,1126202
2022-11-29,MSFT,117.39,117.64,115.09,115.69,2515554
2022-11-30,MSFT,116.21,119.61,113.33,115.7,5676103
2022-12-01,MSFT,116.33,116.34,115.12,115.27,2251661
2022-12-02,MSFT,115.29,115.76,113.4,113.55,3827754
2022-12-05,MSFT,116.03,116.12,113.38,114.28,9642979
2022-12-06,MSFT,115.49,115.87,114.1,115.27,1190285
2022-12-07,MSFT,115.18,118.78,113.13,117.92,7417115
2022-12-08,MSFT,114.0,116.32,113.24,114.57,7323686
2022-12-09,MSFT,112.56,115.09,110.98,113.9,3402110
2022-12-12,MSFT,116.7,120.52,115.22,118.78,1021650
2022-12-13,MSFT,117.26,118.87,116.23,116.61,6172886
2022-12-14,MSFT,116.44,119.03,114.82,118.12,7730419
2022-12-15,MSFT,116.52,120.12,115.94,117.51,2857845
2022-12-16,MSFT,112.67,114.62,109.76,111.87,6515328
2022-12-19,MSFT,109.51,112.82,108.8,111.64,6904214
2022-12-20,MSFT,111.67,112.36,108.4,109.5,9358827
2022-12-21,MSFT,110.94,111.97,110.57,111.79,5229228
2022-12-22,MSFT,112.48,114.78,112.43,113.53,2587542
2022-12-23,MSFT,114.55,115.46,113.91,115.04,7234408
2022-12-26,MSFT,111.41,114.19,111.27,113.46,7778519
2022-12-27,MSFT,111.91,114.59,111.86,113.12,3583677
2022-12-28,MSFT,110.84,112.23,109.59,110.02,8891784
2022-12-29,MSFT,108.43,109.12,106.34,107.22,2916796
2022-12-30,MSFT,108.43,109.12,107.55,108.51,1239608
2023-01-02,MSFT,104.86,107.56,103.73,107.14,2600720
2023-01-03,MSFT,106.56,109.79,105.76,107.74,9817164
2023-01-04,MSFT,105.85,107.0,102.79,104.69,7741499
2023-01-05,MSFT,105.65,106.5,103.86,105.65,5601318
2023-01-06,MSFT,103.82,105.8,103.64,105.5,2860371
2023-01-09,MSFT,103.38,105.36,102.46,104.11,4615590
2023-01-10,MSFT,107.16,107.56,104.56,105.24,8541714
2023-01-11,MSFT,105.85,106.34,104.56,105.03,9973326
2023-01-12,MSFT,105.87,106.26,105.1,105.23,4884175
2023-01-13,MSFT,105.19,107.06,104.02,106.2,1998899
2023-01-16,MSFT,109.26,110.46,108.79,109.49,3488144
2023-01-17,MSFT,110.27,113.24,109.1,112.34,6088539
2023-01-18,MSFT,112.46,114.88,111.64,113.45,2877779
2023-01-19,MSFT,114.07,114.93,112.0,112.2,9372602
2023-01-20,MSFT,112.18,112.22,110.43,110.99,4708201
2023-01-23,MSFT,108.95,110.77,106.98,110.67,3738384
2023-01-24,MSFT,112.1,113.81,110.73,112.87,6880926
2023-01-25,MSFT,114.23,114.76,113.17,114.51,9113649
2023-01-26,MSFT,117.08,118.06,114.18,114.34,9881111
2023-01-27,MSFT,115.96,116.52,114.02,116.3,5349025
2023-01-30,MSFT,114.28,115.11,113.58,114.96,9795492
2023-01-31,MSFT,113.43,116.1,111.41,114.23,6227541
2023-02-01,MSFT,112.54,114.59,110.1,111.96,5881539
2023-02-02,MSFT,110.45,113.78,110.31,112.89,6441039
2023-02-03,MSFT,112.14,115.73,111.99,115.65,6414229
2023-02-06,MSFT,113.59,113.99,113.26,113.82,6895038
2023-02-07,MSFT,111.48,111.68,107.69,109.26,1534633
2023-02-08,MSFT,109.56,110.19,107.98,109.18,5645289
2023-02-09,MSFT,110.62,110.66,109.44,110.05,2769617
2023-02-10,MSFT,110.53,110.84,107.85,108.46,8857997
2023-02-13,MSFT,110.66,110.84,107.52,108.25,6447483
2023-02-14,MSFT,107.6,110.51,107.51,108.26,6720673
2023-02-15,MSFT,110.08,111.57,108.99,110.25,9862264
2023-02-16,MSFT,110.97,111.87,109.83,109.92,4725530
2023-02-17,MSFT,110.06,113.11,108.38,108.73,3076259
2023-02-20,MSFT,108.61,109.54,106.75,108.34,3708685
2023-02-21,MSFT,107.86,108.42,106.69,106.73,6102367
2023-02-22,MSFT,106.93,107.19,103.11,104.09,1686290
2023-02-23,MSFT,101.62,103.2,101.21,103.08,3465596
2023-02-24,MSFT,103.3,105.76,101.83,102.0,6066447
2023-02-27,MSFT,102.35,102.85,98.79,99.97,1049768
2023-02-28,MSFT,100.55,102.1,99.22,100.69,1297542
2023-03-01,MSFT,103.5,103.83,100.48,100.94,7508526
2023-03-02,MSFT,103.5,105.17,100.26,101.09,7435389
2023-03-03,MSFT,102.46,103.5,102.12,103.35,2187030
2023-03-06,MSFT,102.24,103.98,102.0,102.83,2880164
2023-03-07,MSFT,101.88,103.78,101.66,102.34,5854487
2023-03-08,MSFT,99.27,100.76,99.06,100.29,7606964
2023-03-09,MSFT,104.44,105.27,100.02,101.78,7931344
2023-03-10,MSFT,101.76,102.05,101.15,101.8,5245576
2023-03-13,MSFT,102.1,105.82,101.95,103.99,1827150
2023-03-14,MSFT,102.29,102.32,100.67,101.56,1042137
2023-03-15,MSFT,102.19,105.16,101.0,101.71,2957792
2023-03-16,MSFT,100.18,102.22,99.52,101.34,4891865
2023-03-17,MSFT,103.02,104.36,102.22,103.77,6539004
2023-03-20,MSFT,104.08,107.58,102.2,106.15,7501211
2023-03-21,MSFT,106.43,107.13,102.56,102.8,2350816
2023-03-22,MSFT,102.71,105.46,100.05,104.54,6001945
2023-03-23,MSFT,105.54,107.24,104.66,104.94,5051939
2023-03-24,MSFT,103.45,104.7,103.12,103.66,4439187
2023-03-27,MSFT,107.41,108.59,106.79,107.22,1221421
2023-03-28,MSFT,106.92,107.33,105.16,106.47,2417191
2023-03-29,MSFT,108.83,110.26,108.73,109.86,3993220
2023-03-30,MSFT,108.47,109.03,106.48,107.38,1822564
2023-03-31,MSFT,107.03,110.32,106.59,109.77,2985404
2023-04-03,MSFT,109.98,110.35,109.06,109.25,2048939
2023-04-04,MSFT,108.5,110.71,107.75,110.12,2696609
2023-04-05,MSFT,111.08,111.17,107.71,107.85,9045409
2023-04-06,MSFT,107.68,108.3,107.09,108.29,7226659
2023-04-07,MSFT,107.39,109.46,105.39,106.22,1931253
2023-04-10,MSFT,108.53,109.47,106.51,107.6,3053413
2023-04-11,MSFT,106.59,107.22,105.79,106.04,2220985
2023-04-12,MSFT,106.31,107.14,105.05,106.65,4886932
2023-04-13,MSFT,108.22,109.85,106.54,106.68,1658139
2023-04-14,MSFT,107.01,109.39,106.88,109.36,9688458
2023-04-17,MSFT,106.33,110.27,105.03,108.21,2398558
2023-04-18,MSFT,106.12,106.96,105.57,106.22,7115762
2023-04-19,MSFT,108.45,109.97,107.24,108.62,5960124
2023-04-20,MSFT,106.75,107.88,104.57,106.51,7805080
2023-04-21,MSFT,107.46,108.7,102.05,105.04,3870581
2023-04-24,MSFT,105.11,106.85,103.99,105.51,3681722
2023-04-25,MSFT,104.72,104.97,103.59,104.01,7773329
2023-04-26,MSFT,104.57,107.13,104.44,106.55,5790287
2023-04-27,MSFT,106.8,109.22,106.63,107.74,3080563
2023-04-28,MSFT,106.4,107.08,104.81,105.01,3650527
2023-05-01,MSFT,107.47,107.89,103.85,104.94,9614787
2023-05-02,MSFT,105.88,107.47,104.64,107.21,2200346
2023-05-03,MSFT,106.78,107.86,106.36,107.71,7136062
2023-05-04,MSFT,107.45,111.23,106.52,110.98,6385909
2023-05-05,MSFT,108.7,110.7,105.55,110.01,3417209
2023-05-08,MSFT,110.32,111.67,108.39,109.51,7117682
2023-05-09,MSFT,112.3,112.45,110.9,110.98,3166354
2023-05-10,MSFT,109.93,110.91,108.34,110.5,5025282
2023-05-11,MSFT,111.04,111.37,108.55,110.39,6338744
2023-05-12,MSFT,110.73,115.08,108.93,113.34,8596713
2023-05-15,MSFT,110.14,111.01,109.17,109.54,4522810
2023-05-16,MSFT,110.63,114.34,108.75,113.21,3470856
2023-05-17,MSFT,108.73,111.06,107.17,111.02,2420654
2023-05-18,MSFT,110.77,111.38,110.08,111.38,4992942
2023-05-19,MSFT,112.23,114.87,111.87,114.69,8998883
2022-01-03,SPY,100.89,102.85,99.27,102.28,8377775
2022-01-04,SPY,102.91,103.27,101.73,101.92,4232940
2022-01-05,SPY,103.2,105.14,102.61,103.14,2440352
2022-01-06,SPY,102.1,102.57,100.64,101.95,1123182
2022-01-07,SPY,104.73,106.44,102.15,103.15,4846556
2022-01-10,SPY,104.38,105.22,102.74,103.04,5872587
2022-01-11,SPY,103.13,103.75,102.34,103.47,6169619
2022-01-12,SPY,105.24,107.13,104.18,105.35,4392389
2022-01-13,SPY,103.28,106.34,102.81,105.45,9750519
2022-01-14,SPY,103.34,103.61,101.82,101.97,7563484
2022-01-17,SPY,101.22,102.45,100.64,101.94,6925313
2022-01-18,SPY,103.2,104.8,101.02,101.59,7170022
2022-01-19,SPY,104.75,105.96,103.66,105.48,4163257
2022-01-20,SPY,104.88,106.34,104.69,106.22,6310825
2022-01-21,SPY,106.65,109.51,104.67,108.82,4229065
2022-01-24,SPY,107.65,108.74,104.8,106.16,2131614
2022-01-25,SPY,105.84,107.04,103.79,104.15,8464370
2022-01-26,SPY,105.31,105.64,103.72,104.29,7846090
2022-01-27,SPY,102.9,103.78,101.01,101.08,5209229
2022-01-28,SPY,104.1,104.81,100.08,101.18,3392001
2022-01-31,SPY,102.06,102.74,99.54,100.32,2497116
2022-02-01,SPY,101.37,101.99,98.9,99.43,4807114
2022-02-02,SPY,100.07,101.29,99.95,100.99,8946321
2022-02-03,SPY,102.41,103.09,100.93,100.98,4228409
2022-02-04,SPY,100.34,100.5,100.28,100.31,3535244
2022-02-07,SPY,99.95,102.34,98.85,101.83,5498907
2022-02-08,SPY,96.88,98.18,96.37,97.63,3544544
2022-02-09,SPY,98.6,99.33,97.93,98.82,1659297
2022-02-10,SPY,99.76,100.38,98.79,99.28,3453039
2022-02-11,SPY,96.05,99.78,95.52,99.36,7132469
2022-02-14,SPY,99.38,99.45,97.76,98.66,5327219
2022-02-15,SPY,99.91,100.22,97.43,97.89,6472587
2022-02-16,SPY,97.71,99.51,97.69,98.26,1527169
2022-02-17,SPY,97.56,97.84,96.74,97.11,9536341
2022-02-18,SPY,96.81,99.05,95.53,98.53,5550038
2022-02-21,SPY,97.33,99.76,96.43,98.49,2043423
2022-02-22,SPY,97.37,101.3,96.33,100.48,7616243
2022-02-23,SPY,100.76,101.84,100.66,101.39,8751066
2022-02-24,SPY,100.05,102.76,99.56,101.39,5968901
2022-02-25,SPY,100.78,101.92,99.23,100.05,2398705
2022-02-28,SPY,100.18,101.85,99.4,99.62,3030888
2022-03-01,SPY,101.33,101.97,100.28,101.01,6901179
2022-03-02,SPY,99.11,100.26,98.72,98.73,7824464
2022-03-03,SPY,99.8,101.41,99.47,100.5,2971472
2022-03-04,SPY,99.28,100.49,97.78,98.25,7442399
2022-03-07,SPY,100.13,101.35,98.86,100.96,7636708
2022-03-08,SPY,101.66,102.62,101.5,102.24,7060297
2022-03-09,SPY,101.61,104.15,100.93,103.82,9983278
2022-03-10,SPY,102.86,103.85,102.14,103.55,1722153
2022-03-11,SPY,101.51,102.24,98.92,99.24,6835615
2022-03-14,SPY,104.06,105.45,103.57,104.17,7702705
2022-03-15,SPY,103.92,105.9,103.03,103.53,3315138
2022-03-16,SPY,101.83,104.62,100.54,104.35,7847101
2022-03-17,SPY,104.52,105.89,101.58,103.21,4087686
2022-03-18,SPY,102.51,103.68,102.19,102.84,8310982
2022-03-21,SPY,100.87,103.2,100.59,102.06,5111932
2022-03-22,SPY,101.94,102.14,100.88,101.47,7854795
2022-03-23,SPY,100.13,101.81,99.73,101.79,9526013
2022-03-24,SPY,100.65,101.68,99.16,99.44,1821929
2022-03-25,SPY,96.51,97.83,95.49,97.31,3451976
2022-03-28,SPY,95.76,95.88,94.13,95.72,8356148
2022-03-29,SPY,96.96,97.63,95.22,95.28,9577482
2022-03-30,SPY,95.36,96.03,94.86,95.77,4764040
2022-03-31,SPY,98.43,98.88,95.83,96.81,7562344
2022-04-01,SPY,96.16,96.87,95.81,96.48,2054853
2022-04-04,SPY,96.94,97.18,96.33,96.41,5977037
2022-04-05,SPY,94.66,96.82,93.89,96.58,1296177
2022-04-06,SPY,96.44,97.56,95.04,97.17,7716487
2022-04-07,SPY,94.92,95.5,94.69,95.37,6199039
2022-04-08,SPY,97.32,99.14,94.81,95.78,9677596
2022-04-11,SPY,98.57,102.0,97.15,99.64,9828452
2022-04-12,SPY,98.39,99.29,94.67,96.73,1770802
2022-04-13,SPY,98.65,99.34,97.96,98.45,7405883
2022-04-14,SPY,94.82,95.54,94.09,94.46,8800757
2022-04-15,SPY,94.55,96.06,94.1,94.13,7451406
2022-04-18,SPY,93.52,94.61,91.84,93.69,8527467
2022-04-19,SPY,96.83,97.88,95.4,95.73,1605750
2022-04-20,SPY,93.57,95.31,93.13,94.92,4055068
2022-04-21,SPY,94.76,98.79,94.08,96.18,7976915
2022-04-22,SPY,94.39,94.86,93.97,94.2,8107936
2022-04-25,SPY,94.11,96.43,93.31,93.49,1410275
2022-04-26,SPY,93.51,93.54,92.52,93.36,5785613
2022-04-27,SPY,92.85,93.99,90.89,91.88,9306946
2022-04-28,SPY,90.94,92.35,90.3,91.92,2762204
2022-04-29,SPY,91.46,93.05,91.21,92.12,7118225
2022-05-02,SPY,90.28,90.31,88.68,89.8,4756150
2022-05-03,SPY,89.7,90.41,88.38,90.38,2539998
2022-05-04,SPY,90.77,90.97,89.81,90.54,2528362
2022-05-05,SPY,92.06,92.43,89.91,89.98,7601568
2022-05-06,SPY,93.52,94.06,91.7,92.71,9223269
2022-05-09,SPY,93.03,93.21,90.2,92.02,1376924
2022-05-10,SPY,92.77,95.92,91.9,95.28,5558708
2022-05-11,SPY,91.28,92.64,89.3,90.2,8249602
2022-05-12,SPY,91.69,92.58,88.84,89.46,1784514
2022-05-13,SPY,90.68,92.84,88.29,88.6,6834564
2022-05-16,SPY,89.21,91.7,88.62,91.29,5265630
2022-05-17,SPY,88.05,89.66,87.43,89.57,3107719
2022-05-18,SPY,88.23,90.15,87.5,89.17,1699438
2022-05-19,SPY,87.73,90.27,87.52,90.13,6220761
2022-05-20,SPY,89.33,90.69,87.5,88.13,8722905
2022-05-23,SPY,89.44,90.08,89.36,89.47,1561133
2022-05-24,SPY,90.2,91.19,89.6,91.19,2665418
2022-05-25,SPY,91.69,92.2,89.62,89.86,6641335
2022-05-26,SPY,88.68,90.15,88.06,89.34,8048586
2022-05-27,SPY,88.35,90.75,87.31,87.5,1855817
2022-05-30,SPY,89.19,90.67,89.12,90.25,9085491
2022-05-31,SPY,89.31,92.66,87.0,91.93,2734802
2022-06-01,SPY,88.88,91.18,87.93,89.72,1384533
2022-06-02,SPY,89.15,90.31,87.87,88.98,2508346
2022-06-03,SPY,89.7,90.23,88.97,90.08,2087241
2022-06-06,SPY,92.22,93.58,91.22,92.87,5226660
2022-06-07,SPY,91.94,94.11,90.24,93.34,7337479
2022-06-08,SPY,92.82,94.45,91.83,93.56,6138717
2022-06-09,SPY,94.6,96.12,94.16,94.84,3145943
2022-06-10,SPY,94.93,95.32,93.14,93.54,2844040
2022-06-13,SPY,93.2,95.03,91.76,93.44,4394070
2022-06-14,SPY,91.47,94.01,90.77,93.44,4648338
2022-06-15,SPY,91.03,93.25,90.54,92.59,4453402
2022-06-16,SPY,90.29,92.76,88.87,92.12,2216733
2022-06-17,SPY,90.48,92.6,89.94,92.08,1522797
2022-06-20,SPY,91.36,92.47,91.22,91.26,8175173
2022-06-21,SPY,91.37,92.19,89.68,90.04,2147417
2022-06-22,SPY,89.38,90.2,89.28,90.17,2314530
2022-06-23,SPY,91.0,91.45,89.07,90.62,6174895
2022-06-24,SPY,89.99,90.05,89.24,89.28,2363307
2022-06-27,SPY,92.42,93.18,90.32,91.2,1190477
2022-06-28,SPY,91.71,93.31,90.53,93.02,3182931
2022-06-29,SPY,88.94,93.23,88.14,91.54,8913436
2022-06-30,SPY,89.78,90.73,88.13,88.73,9963287
2022-07-01,SPY,85.74,87.11,84.82,85.37,1824255
2022-07-04,SPY,89.53,90.65,89.08,90.44,6023331
2022-07-05,SPY,89.3,89.97,87.47,89.2,9213140
2022-07-06,SPY,88.53,88.54,88.03,88.13,9549906
2022-07-07,SPY,89.34,91.74,89.09,90.33,8017191
2022-07-08,SPY,91.27,92.0,91.07,91.52,2892508
2022-07-11,SPY,89.85,90.2,88.31,89.05,2947012
2022-07-12,SPY,90.16,90.59,87.92,89.79,4816707
2022-07-13,SPY,89.97,90.22,89.77,89.78,8593832
2022-07-14,SPY,88.28,89.12,87.58,87.6,2013295
2022-07-15,SPY,89.2,89.98,87.24,89.1,9757529
2022-07-18,SPY,86.22,88.36,85.83,87.78,6371045
2022-07-19,SPY,88.58,89.29,87.61,87.87,4690339
2022-07-20,SPY,87.32,87.65,85.77,86.66,9095979
2022-07-21,SPY,86.65,88.66,86.29,87.98,2173077
2022-07-22,SPY,87.2,87.51,85.15,85.81,1519676
2022-07-25,SPY,88.64,88.93,85.54,86.46,7916950
2022-07-26,SPY,87.51,89.33,87.38,88.23,5411045
2022-07-27,SPY,89.88,90.75,85.27,86.66,7528925
2022-07-28,SPY,87.34,89.91,86.47,88.7,3959532
2022-07-29,SPY,90.14,91.33,88.28,90.6,6131131
2022-08-01,SPY,90.94,92.73,88.68,90.6,1529983
2022-08-02,SPY,89.54,89.66,86.26,87.92,6617492
2022-08-03,SPY,90.35,90.42,87.97,88.71,3543173
2022-08-04,SPY,88.63,88.92,86.22,88.86,7061782
2022-08-05,SPY,91.66,93.92,90.2,92.69,2286793
2022-08-08,SPY,93.67,95.48,92.58,92.72,9649769
2022-08-09,SPY,94.15,95.24,91.79,92.67,8551506
