LoanID,Amount,Term,InterestRate,Income,CreditScore,Age,Default
2627,15273.39,36,3.96,75333.53,715,50,1
2628,61940.78,60,5.0,64765.36,644,53,0
2629,56646.36,60,5.2,20864.48,630,71,0
2630,21799.01,48,5.65,27655.28,599,38,0
2631,82671.59,60,6.23,163383.42,559,65,0
2632,13448.65,36,4.95,36472.75,647,47,0
2633,30927.09,24,4.07,153158.86,708,40,0
2634,31983.22,60,4.39,108426.52,686,33,0
2635,20837.69,36,5.04,20851.13,641,52,0
2636,154685.01,36,4.46,28951.2,681,27,0
2637,59649.01,36,6.31,118391.57,554,28,0
2638,38739.49,60,4.09,75305.97,706,54,0
2639,35720.08,24,7.0,87597.03,506,72,0
2640,8675.79,48,4.55,132474.18,675,23,0
2641,23275.64,48,4.05,34763.65,709,34,0
2642,55855.11,60,4.76,37017.8,660,49,0
2643,129227.66,60,4.91,75796.69,650,36,0
2644,84767.24,12,6.45,36884.03,544,18,1
2645,17861.6,24,4.98,52295.44,645,32,0
2646,28454.23,36,2.03,31327.1,848,52,1
2647,5000.0,36,5.01,50650.78,643,40,0
2648,5388.86,48,5.32,53382.69,622,50,0
2649,31765.65,60,7.27,83205.06,488,24,0
2650,37774.48,24,4.39,216499.74,686,50,0
2651,15328.1,48,4.28,60876.29,693,18,1
2652,51470.55,24,5.61,94358.4,602,56,1
2653,60765.29,60,5.27,35005.72,625,65,0
2654,17770.65,36,6.84,52148.96,517,24,0
2655,71028.71,12,4.73,66838.64,662,36,0
2656,11508.72,24,4.2,199077.9,699,22,0
2657,39290.69,36,8.2,126909.66,424,46,0
2658,81553.79,24,4.97,142688.43,646,47,0
2659,38502.39,24,2.39,57100.23,823,24,0
2660,119278.08,24,4.69,160087.79,665,36,0
2661,5000.0,60,4.2,53024.68,699,61,0
2662,44374.7,48,3.38,216489.3,755,53,0
2663,41248.91,24,4.09,55671.36,706,47,1
2664,53992.47,60,5.43,53267.03,614,61,0
2665,89610.03,12,7.27,32295.82,488,72,1
2666,64704.56,48,2.0,79770.04,850,47,0
2667,78099.75,60,3.83,99027.54,724,49,0
2668,17041.26,12,3.69,40835.47,734,40,0
2669,24510.1,48,3.4,75424.7,754,47,0
2670,49278.96,60,3.29,72390.03,761,34,0
2671,40311.48,12,3.76,143643.68,729,19,0
2672,162343.03,60,4.88,105970.33,652,56,0
2673,10341.03,12,5.37,39264.03,618,55,0
2674,21637.58,24,3.85,32904.67,723,46,0
2675,42519.91,24,4.71,99358.79,664,46,0
2676,101233.95,48,4.75,43443.87,661,34,0
2677,132499.81,12,3.48,113043.23,748,63,0
2678,20476.39,24,2.0,214574.42,850,26,0
2679,5000.0,48,6.29,132460.52,555,66,0
2680,27376.18,36,4.21,37351.56,698,53,0
2681,25072.17,24,6.38,45630.71,549,49,0
2682,215205.41,24,4.63,106728.54,669,50,0
2683,28199.12,60,7.37,181478.13,481,60,0
2684,18244.21,36,5.93,69559.73,580,36,0
2685,22736.24,12,4.88,36567.75,652,56,0
2686,25285.79,48,3.37,199038.83,756,39,0
2687,86169.65,36,7.08,52455.85,501,51,0
2688,5000.0,12,4.28,64504.77,693,21,0
2689,19026.95,24,4.97,90520.69,646,34,1
2690,169540.32,48,2.79,43189.65,796,71,1
2691,8308.78,48,5.51,37464.53,609,64,0
2692,67856.46,36,4.28,20607.53,693,69,0
2693,22033.39,60,5.14,22187.43,634,62,0
2694,43588.04,12,6.33,24332.74,552,35,0
2695,5242.92,36,5.75,53728.94,592,37,0
2696,18293.83,60,6.01,55980.27,574,59,0
2697,34743.93,60,7.45,184526.19,475,61,0
2698,13178.79,60,2.67,41077.48,804,65,0
2699,39030.11,48,5.43,22789.31,614,47,0
2700,12407.64,12,4.23,132534.42,697,44,0
2701,52505.47,12,6.52,95227.79,539,62,0
2702,117355.25,36,4.85,36484.95,654,22,0
2703,5000.0,24,4.18,55665.52,700,42,0
2704,12206.62,36,4.79,20000.0,658,41,0
2705,93030.73,12,6.13,203527.92,566,41,1
2706,49922.99,48,3.75,300000.0,730,64,0
2707,5000.0,36,7.89,162473.45,445,54,1
2708,33310.67,24,7.21,53934.39,492,46,0
2709,11770.84,36,5.08,220434.47,638,22,0
2710,11100.73,60,8.4,61375.05,410,27,0
2711,141211.24,24,6.06,67548.48,571,57,1
2712,71678.01,60,5.61,20000.0,602,48,0
2713,59574.32,48,2.7,62242.38,802,63,0
2714,13651.42,12,5.88,65972.17,583,34,1
2715,6310.68,36,5.68,61473.87,597,45,0
2716,102332.31,36,7.6,282873.68,465,42,0
2717,5000.0,60,4.81,158486.85,657,58,0
2718,24559.03,60,4.91,107170.65,650,75,1
2719,16259.68,12,6.51,53911.5,540,36,0
2720,42242.27,36,3.59,42315.46,741,18,0
2721,14418.01,12,3.69,77370.58,734,52,0
2722,18640.61,60,5.72,148095.51,594,51,0
2723,94869.29,60,7.72,108459.5,457,18,0
2724,46214.74,24,6.48,40306.35,542,30,0
2725,7872.62,60,2.68,115030.82,803,38,0
2726,64817.48,60,4.72,20000.0,663,62,0
2727,11625.56,12,6.03,135712.17,573,29,0
2728,28370.23,24,2.93,46243.41,786,40,1
2729,52008.76,24,5.19,20000.0,631,18,0
2730,15867.87,36,4.89,29784.3,651,52,1
2731,24234.09,48,2.0,111199.79,850,26,0
2732,66241.08,36,3.57,53098.72,742,77,0
2733,138959.28,36,5.33,110975.63,621,32,0
2734,37670.88,36,4.39,26074.35,686,59,0
2735,5000.0,24,4.11,70232.29,705,53,0
2736,20659.52,12,3.72,66024.77,732,32,1
2737,25427.61,60,6.42,42047.26,546,61,1
2738,20713.21,24,2.55,71420.05,812,18,0
2739,28658.89,60,2.84,44597.03,792,44,1
2740,50074.22,60,6.26,123522.42,557,55,0
2741,6455.8,48,4.94,66631.63,648,41,1
2742,15916.03,36,4.81,24310.97,657,27,0
2743,35428.08,48,4.68,126323.13,666,68,0
2744,18958.69,36,3.79,67128.35,727,43,0
2745,236002.9,24,5.4,30737.68,616,36,1
2746,28231.67,60,4.28,144878.32,693,28,1
2747,101933.85,48,3.99,48625.11,713,46,1
2748,113413.94,24,4.2,31125.68,699,41,0
2749,90396.58,24,4.23,35492.51,697,40,0
2750,5000.0,36,4.11,34383.83,705,69,0
2751,147582.64,60,4.6,45878.73,671,69,0
2752,6890.89,36,7.7,118650.94,458,48,1
2753,5000.0,36,6.39,82371.19,548,55,0
2754,26753.32,24,6.8,135595.91,520,22,0
2755,10822.92,36,6.48,69312.23,542,46,0
2756,10179.09,12,6.35,32004.64,551,49,0
2757,16971.2,60,3.41,20000.0,753,41,0
2758,14277.92,36,2.97,86230.79,783,38,0
2759,57726.67,36,3.98,96315.12,714,33,0
2760,10337.51,48,6.36,48570.5,550,45,0
2761,39166.54,60,6.26,20000.0,557,62,0
2762,214981.97,60,5.85,42317.56,585,64,1
2763,28315.37,36,5.99,111355.2,576,44,0
2764,51343.4,12,2.99,20000.0,782,60,0
2765,174291.51,48,6.89,180258.89,514,31,0
2766,7404.07,12,4.46,168704.88,681,53,0
2767,27116.42,36,6.77,22711.93,522,43,1
2768,94920.17,60,4.2,108950.25,699,34,0
2769,134637.65,60,5.48,67538.51,611,77,0
2770,45969.28,12,6.55,113100.58,537,37,0
2771,7740.41,24,5.72,20000.0,594,39,0
2772,115870.51,36,4.18,35647.9,700,38,0
2773,9585.06,60,7.28,36322.97,487,50,1
2774,21761.01,24,5.83,40704.73,587,65,0
2775,23540.84,60,5.19,59463.39,631,27,0
2776,29646.23,60,6.92,90600.45,512,52,0
2777,78071.88,24,6.31,51808.63,554,50,0
2778,81010.88,12,2.8,103068.96,795,20,0
2779,63586.73,36,6.84,185052.54,517,65,0
2780,5000.0,24,5.69,24464.28,596,49,0
2781,41602.66,24,4.21,84764.94,698,55,0
2782,68815.81,60,5.03,105911.13,642,18,0
2783,29405.61,24,5.75,54018.32,592,66,0
2784,144963.0,36,3.77,66640.63,728,75,0
2785,86809.76,12,7.93,56104.71,442,42,1
2786,50826.98,12,3.91,81276.94,719,34,0
2787,5000.0,12,6.29,63359.84,555,18,0
2788,52827.41,36,8.63,98781.59,394,25,0
2789,121282.63,60,2.0,42956.58,850,57,1
2790,23857.08,36,4.87,80362.85,653,44,0
2791,91048.87,24,3.8,33086.99,726,22,0
2792,18782.78,48,3.35,134906.77,757,67,0
2793,42210.52,48,6.26,180845.23,557,34,1
2794,52266.53,48,5.3,41048.34,623,22,0
2795,56659.42,12,4.97,300000.0,646,45,1
2796,107086.84,36,5.94,229379.9,579,52,0
2797,13369.29,36,3.19,83597.87,768,24,1
2798,15215.62,12,2.97,39509.6,783,40,0
2799,60876.72,24,5.1,110485.26,637,68,1
2800,9751.73,48,4.2,149682.43,699,24,0
2801,31206.29,48,3.67,124660.44,735,50,0
2802,5000.0,12,4.5,135266.51,678,40,0
2803,7598.12,48,5.75,126101.97,592,53,0
2804,56791.79,60,8.53,47548.99,401,29,0
2805,68809.6,36,4.78,110977.88,659,48,0
2806,6126.41,48,3.76,139250.88,729,30,0
2807,12919.73,48,6.29,56722.6,555,18,0
2808,5207.2,60,4.66,45745.81,667,23,1
2809,28406.22,24,4.27,20000.0,694,41,0
2810,6740.39,24,4.25,35202.22,695,48,1
2811,28750.08,60,4.73,78241.22,662,63,0
2812,65856.75,24,6.36,124138.44,550,50,0
2813,57504.01,12,3.16,122192.34,770,68,0
2814,16457.19,60,4.98,26726.41,645,41,1
2815,56006.49,36,5.69,31426.47,596,53,0
2816,131354.95,36,7.31,47522.44,485,30,0
2817,21349.08,36,4.33,120052.64,690,49,0
2818,19958.19,48,2.0,116921.28,850,39,0
2819,42366.07,60,5.26,20000.0,626,37,0
2820,14085.12,60,5.62,20000.0,601,46,0
2821,52717.18,24,4.94,92907.26,648,23,0
2822,89267.53,60,5.03,85615.03,642,49,0
2823,30746.25,60,5.45,111672.12,613,55,0
2824,56894.79,24,2.0,29018.77,850,34,0
2825,52761.18,60,4.85,32000.61,654,47,0
2826,5000.0,60,6.81,42997.65,519,63,0
2827,10131.29,12,6.63,20000.0,532,56,1
2828,111994.6,24,3.27,58153.13,763,43,0
2829,139755.75,12,4.5,21129.07,678,50,0
2830,75806.4,48,5.43,33887.16,614,67,1
2831,127072.67,24,5.55,96562.96,606,48,0
2832,18274.88,60,3.91,68348.65,719,59,1
2833,14231.73,60,6.06,72406.25,571,56,0
2834,24249.79,12,5.13,46266.09,635,46,0
2835,5000.0,12,3.86,142185.31,722,64,0
2836,83002.79,48,6.0,49662.6,575,29,0
2837,207309.75,48,3.06,274699.13,777,51,0
2838,86871.89,60,7.29,26587.18,486,36,0
2839,40481.28,36,4.87,21467.52,653,58,0
2840,17497.88,48,4.81,54798.24,657,44,0
2841,11013.5,60,8.01,77391.14,437,59,0
2842,22632.78,48,6.0,23957.52,575,56,0
2843,54976.06,24,4.05,33332.19,709,38,1
2844,29625.43,12,5.97,84913.41,577,53,0
2845,135950.37,60,5.3,83970.22,623,51,0
2846,96282.95,48,5.51,59630.15,609,41,0
2847,5401.57,12,3.5,72651.3,747,58,0
2848,7050.84,36,4.41,34019.37,684,43,1
2849,56387.51,48,5.58,21199.27,604,33,0
2850,13118.16,60,5.96,64682.91,578,49,0
2851,78278.2,24,3.66,43345.79,736,51,0
2852,44745.81,12,4.71,206551.13,664,18,0
2853,13057.23,12,3.45,62881.24,750,80,0
2854,32570.21,24,4.02,20000.0,711,80,0
2855,26050.22,60,9.67,102311.95,323,32,0
2856,103241.19,36,3.35,59823.58,757,54,0
2857,5000.0,24,4.73,54075.47,662,28,1
2858,113093.22,36,4.56,52776.72,674,20,0
2859,52789.52,60,7.83,80134.27,449,38,1
2860,66882.48,48,5.62,40683.34,601,24,1
2861,5000.0,48,4.84,109200.9,655,53,0
2862,49475.26,60,6.79,109741.91,521,58,0
2863,44395.63,36,2.99,79823.44,782,71,0
2864,38523.61,24,3.83,102326.41,724,45,0
2865,77057.86,60,5.51,201002.56,609,57,0
2866,40582.02,60,2.28,21708.18,831,50,0
2867,97279.53,48,4.39,109635.74,686,49,0
2868,13239.41,24,2.92,172963.49,787,30,0
2869,81990.37,48,6.1,39049.61,568,41,0
2870,9880.66,36,4.23,20000.0,697,39,0
2871,83863.84,36,2.96,104012.0,784,53,0
2872,141058.3,12,3.19,29415.4,768,18,0
2873,20450.63,60,3.45,84997.17,750,60,0
2874,37739.04,24,3.11,72332.77,774,41,0
2875,53695.35,24,2.7,175051.73,802,35,0
2876,5000.0,48,8.27,200161.34,419,50,0
2877,34068.91,48,5.53,208661.28,607,44,0
2878,22360.08,24,7.45,57981.63,475,47,0
2879,102964.55,48,7.43,38357.76,477,64,1
2880,104648.44,12,5.68,46845.64,597,18,0
2881,60328.73,60,5.53,52943.57,607,24,0
2882,53315.65,12,2.93,29102.4,786,36,0
2883,66154.42,36,6.65,75071.18,530,65,0
2884,22784.28,24,4.66,66304.53,667,56,0
2885,25919.31,12,2.6,54333.61,809,43,0
2886,40338.72,12,5.14,47452.01,634,54,0
2887,139053.73,48,2.07,33161.93,845,57,0
2888,64367.7,48,7.64,97985.46,462,52,0
2889,40035.42,48,6.15,60668.07,565,61,0
2890,73573.67,36,2.67,20000.0,804,47,0
2891,23172.48,12,5.9,243930.28,582,52,0
2892,65553.17,60,5.26,101816.11,626,52,0
2893,26438.98,48,2.48,105319.37,817,38,0
2894,16401.7,36,3.95,123164.57,716,42,0
2895,47045.06,36,7.31,94466.51,485,52,1
2896,58058.05,48,4.02,170471.94,711,30,0
2897,30743.94,24,5.94,70592.39,579,34,0
2898,41678.05,12,5.64,68231.37,600,41,0
2899,59219.31,48,5.05,21606.03,640,45,0
2900,72988.45,60,5.75,178832.44,592,44,0
2901,112962.62,12,4.21,33495.92,698,44,0
2902,21889.93,36,6.19,152076.9,562,47,1
2903,151286.13,60,4.47,96655.11,680,41,0
2904,50706.18,12,3.82,116797.74,725,34,0
2905,77488.19,60,5.01,92130.84,643,45,1
2906,60160.16,36,4.82,104303.21,656,54,0
2907,11506.63,48,4.78,153050.23,659,57,0
2908,5000.0,60,4.73,81043.52,662,18,0
2909,64783.66,48,5.07,276779.62,639,30,0
2910,35775.03,36,5.14,74016.88,634,59,0
2911,60568.9,36,5.1,243032.57,637,40,0
2912,32393.66,60,4.65,28113.41,668,18,0
2913,18715.37,60,5.55,37641.28,606,63,1
2914,16774.89,36,5.13,35722.13,635,60,1
2915,65565.31,60,3.47,127972.43,749,27,0
2916,16202.1,60,2.0,78674.17,850,27,0
2917,62706.65,60,2.0,86144.35,850,80,0
2918,24222.18,60,4.72,128873.05,663,31,0
2919,73679.49,12,6.42,108299.39,546,63,0
2920,7704.78,36,5.27,118996.28,625,68,0
2921,11469.4,36,4.71,39638.15,664,23,0
2922,57904.04,24,3.34,130443.16,758,31,0
2923,41075.3,48,5.96,31978.19,578,60,0
2924,11400.16,24,5.1,37015.75,637,24,1
2925,116563.13,60,6.39,87560.94,548,28,0
2926,16144.34,60,2.49,25080.62,816,42,1
2927,27328.81,12,4.12,141936.61,704,43,0
2928,11300.38,12,5.43,95968.84,614,61,1
2929,24553.41,12,4.82,34741.89,656,53,0
2930,33828.93,12,6.87,75131.33,515,48,0
2931,17495.4,12,4.25,190340.28,695,42,0
2932,73287.16,12,4.36,62411.13,688,29,0
2933,25038.24,12,7.5,40142.19,472,63,0
2934,65376.01,12,5.97,32007.93,577,47,0
2935,11601.15,12,5.35,185182.46,620,54,0
2936,23663.29,36,5.33,67182.03,621,48,0
2937,5000.0,12,5.65,94432.79,599,46,0
2938,71072.78,48,4.73,65961.99,662,46,0
2939,49159.82,12,2.89,106480.36,789,45,1
2940,85138.92,60,4.23,57756.48,697,42,0
2941,30404.54,60,3.21,87412.12,767,36,0
2942,80407.1,12,4.39,183157.96,686,52,0
2943,52146.94,12,5.37,50477.75,618,61,0
2944,5000.0,60,5.17,68819.35,632,48,0
2945,14631.0,48,3.75,88542.2,730,69,0
2946,34050.2,24,4.12,141213.67,704,38,0
2947,48206.78,36,2.97,20038.63,783,77,0
2948,5000.0,60,4.91,151495.02,650,51,0
2949,61052.55,12,6.95,68434.84,510,18,0
2950,39212.28,36,5.2,155507.98,630,73,1
2951,37304.12,12,7.09,150952.43,500,30,0
2952,17268.78,24,5.11,171393.65,636,48,0
2953,45171.58,24,6.63,113321.36,532,52,0
2954,5000.0,60,5.05,198304.67,640,46,1
2955,5000.0,36,4.71,106152.64,664,43,0
2956,66188.53,36,5.1,164853.75,637,35,0
2957,19422.39,24,5.32,32107.36,622,37,0
2958,21306.39,12,5.48,35215.6,611,62,0
2959,11684.02,60,3.27,72510.52,763,29,0
2960,29495.31,48,4.5,34292.82,678,45,0
2961,5000.0,24,7.13,143127.09,497,55,1
2962,17859.7,24,4.72,81474.43,663,29,0
2963,37446.1,60,2.71,26235.23,801,52,1
2964,31333.52,12,5.59,103647.15,603,60,0
2965,400766.85,36,5.48,47230.18,611,50,0
2966,24613.66,24,3.99,72050.85,713,61,0
2967,24469.44,60,6.16,126082.73,564,44,0
2968,35016.83,60,6.64,69266.11,531,32,0
2969,10554.77,60,7.19,27935.06,493,42,1
2970,104496.59,36,3.93,51529.96,717,24,0
2971,42462.9,24,3.66,43023.35,736,80,0
2972,10666.32,60,5.77,77637.48,591,44,0
2973,78858.6,36,6.6,64348.29,534,18,0
2974,5000.0,12,3.64,60213.65,737,35,0
2975,202461.49,48,5.1,168328.75,637,41,0
2976,100179.36,24,7.83,34630.96,449,25,0
2977,43332.12,36,4.37,20000.0,687,25,0
2978,5899.53,48,4.49,83740.4,679,39,0
2979,12120.96,48,2.9,103409.27,788,53,0
2980,16385.99,36,3.7,49598.25,733,59,0
2981,13789.77,36,3.61,92565.05,739,61,0
2982,34409.97,36,6.19,20000.0,562,36,0
2983,144623.03,60,6.89,77590.06,514,18,0
2984,29364.87,12,4.17,59894.36,701,71,0
2985,54171.1,60,4.89,50240.25,651,41,0
2986,58331.15,48,3.98,49194.97,714,38,0
2987,102622.74,48,4.73,65551.07,662,63,0
2988,5000.0,48,2.81,103338.78,794,40,1
2989,25903.43,36,5.55,28404.88,606,52,1
2990,76794.3,24,4.85,60030.81,654,48,0
2991,84334.04,60,5.84,24605.32,586,26,0
2992,131093.13,24,6.19,67015.25,562,28,0
2993,60666.55,12,2.99,26303.71,782,41,0
2994,14062.07,12,5.08,65872.16,638,44,0
2995,35227.17,60,2.0,154655.93,850,35,0
2996,5000.0,48,6.87,83095.19,515,35,0
2997,52054.21,12,4.78,115104.04,659,43,0
2998,40404.92,24,4.68,20000.0,666,34,0
2999,54956.06,24,3.11,43142.29,774,58,1
3000,133063.5,36,6.2,75744.56,561,49,1
3001,58121.81,48,5.78,66335.98,590,37,0
3002,19316.22,36,6.97,48727.82,508,53,1
3003,11078.28,60,2.79,97340.1,796,64,0
3004,96425.79,12,7.43,282456.51,477,47,0
3005,10804.19,36,4.73,65654.05,662,23,0
3006,8813.57,36,2.0,38556.96,850,68,0
3007,11572.15,60,3.27,41466.86,763,70,0
3008,35549.35,24,3.12,49494.18,773,63,0
3009,6630.16,24,2.42,83664.54,821,54,0
3010,139126.56,60,4.66,51135.38,667,52,0
3011,169444.24,24,4.68,31840.06,666,47,0
3012,182103.33,60,4.92,42408.42,649,46,0
3013,5000.0,24,5.03,20000.0,642,27,0
3014,146121.79,60,5.81,106322.22,588,27,0
3015,297900.19,24,2.9,237356.15,788,31,0
3016,142736.91,36,5.68,132688.39,597,18,0
3017,55575.59,36,5.33,183967.5,621,26,0
3018,60404.09,24,6.84,152962.51,517,44,0
3019,6519.84,60,3.7,29413.89,733,18,0
3020,103691.7,36,2.6,179725.85,809,30,0
3021,5000.0,12,8.17,122480.84,426,41,0
3022,19116.53,24,2.67,56697.21,804,33,0
3023,236376.19,12,3.85,114144.48,723,39,0
3024,27437.44,12,3.06,75863.59,777,49,0
3025,7029.6,48,4.37,89388.46,687,59,1
3026,174165.94,12,4.04,127170.4,710,33,0
3027,207196.64,12,4.43,67828.96,683,40,0
3028,10353.83,48,6.36,90336.33,550,18,0
3029,100051.41,48,5.1,27041.62,637,53,0
3030,24749.53,48,5.62,106699.05,601,32,0
3031,24012.27,60,3.34,20000.0,758,50,0
3032,15237.86,48,5.3,124592.11,623,40,1
3033,5000.0,60,4.21,20000.0,698,78,0
3034,15599.35,24,6.49,128015.18,541,72,0
3035,5000.0,60,2.23,92936.5,834,54,0
3036,129096.47,24,4.53,66168.91,676,51,0
3037,54194.17,48,6.89,300000.0,514,48,0
3038,108851.68,48,3.44,111442.16,751,38,0
3039,63166.8,24,4.55,184269.1,675,33,0
3040,7037.12,36,3.76,43828.52,729,30,1
3041,141157.51,60,2.0,92074.1,850,35,0
3042,115075.81,12,3.25,45548.79,764,51,0
3043,21391.37,48,3.32,77863.96,759,41,0
3044,5912.91,60,5.43,99989.85,614,18,1
3045,60895.94,60,4.76,105644.07,660,80,1
3046,65164.12,48,5.43,20000.0,614,42,1
3047,113568.4,24,6.83,47072.22,518,77,0
3048,5000.0,48,5.53,77688.31,607,38,0
3049,7640.3,60,3.27,60212.72,763,41,0
3050,45596.11,36,4.36,110312.94,688,58,0
3051,48265.06,24,6.61,21909.83,533,40,0
3052,5000.0,48,5.07,101176.4,639,51,0
3053,25286.27,12,6.06,37669.82,571,40,0
3054,43872.94,48,4.24,46807.07,696,37,0
3055,66953.62,60,5.91,130622.59,581,68,0
3056,19000.88,60,5.72,204837.76,594,26,0
3057,33073.08,12,6.79,77176.22,521,37,0
3058,84115.18,24,2.49,160483.25,816,72,0
3059,153841.76,60,5.0,46961.93,644,40,0
3060,13088.68,24,5.08,162513.5,638,22,0
3061,14587.33,24,4.43,75064.05,683,54,0
3062,140519.25,48,4.33,28829.66,690,44,0
3063,25201.7,24,5.91,21123.17,581,51,0
3064,63354.21,60,4.57,253423.72,673,45,0
3065,47371.69,60,4.78,149702.79,659,28,0
3066,16814.75,36,3.43,43179.03,752,48,0
3067,53002.6,24,3.82,159495.32,725,64,0
3068,53292.63,36,4.92,22505.19,649,37,0
3069,44878.75,48,4.88,42334.0,652,31,0
3070,5249.19,36,5.23,35400.1,628,42,0
3071,266664.31,24,4.76,45258.96,660,41,0
3072,25576.0,60,4.97,171539.78,646,40,1
3073,50840.23,48,4.69,114487.64,665,63,1
3074,108473.43,24,7.05,61863.53,503,48,0
3075,27520.66,48,5.85,131875.86,585,69,0
3076,74344.44,12,2.83,20000.0,793,48,0
3077,178464.99,24,5.87,65778.99,584,50,1
3078,22231.2,12,5.11,173972.78,636,77,0
3079,25982.35,36,4.6,38628.3,671,50,0
3080,117998.03,24,5.17,114815.9,632,41,0
3081,8696.42,12,5.74,57963.95,593,30,0
3082,5000.0,60,3.57,99240.04,742,32,0
3083,119783.84,36,6.42,78395.39,546,38,0
3084,86183.99,24,7.91,83000.5,444,41,0
3085,179829.66,24,3.05,24773.24,778,18,0
3086,5000.0,60,6.79,70650.74,521,44,0
3087,8490.65,60,3.86,61550.75,722,18,0
3088,5564.04,12,5.48,20000.0,611,64,0
3089,57508.35,12,2.73,39569.19,800,18,0
3090,46571.5,12,5.27,33681.0,625,47,0
3091,22262.44,48,5.71,106840.22,595,47,1
3092,5000.0,36,3.63,110015.63,738,65,0
3093,51035.64,24,3.12,32294.86,773,47,0
3094,42212.52,36,2.57,55260.95,811,43,0
3095,5990.06,60,8.57,20000.0,398,49,0
3096,119795.2,36,7.79,32152.79,452,37,0
3097,11091.58,36,6.49,72569.62,541,37,0
3098,68033.11,12,6.54,218536.01,538,48,0
3099,108174.15,60,5.64,142032.32,600,40,1
3100,43312.57,36,4.84,150634.17,655,54,0
3101,14174.47,24,4.63,30263.67,669,31,0
3102,18498.76,12,4.11,42781.02,705,59,0
3103,108467.23,36,5.93,43782.75,580,52,1
3104,17709.41,60,5.05,116570.23,640,45,0
3105,68558.56,24,5.01,48719.16,643,21,0
3106,231091.47,60,4.89,113236.53,651,57,0
3107,430224.6,60,5.65,67581.21,599,74,0
3108,38122.69,60,4.6,121439.12,671,38,1
3109,87594.97,48,6.42,159534.54,546,57,0
3110,231523.72,24,2.41,45032.04,822,43,0
3111,23474.02,60,6.19,97477.11,562,28,0
3112,14545.0,48,4.34,20000.0,689,33,0
3113,6065.09,12,5.39,47422.31,617,43,0
3114,7593.48,48,5.64,87646.58,600,51,0
3115,96055.73,12,7.12,219095.64,498,23,0
3116,44424.43,48,5.71,62473.1,595,34,0
3117,103458.39,60,5.27,176692.37,625,45,0
3118,77902.81,48,5.75,144116.82,592,26,0
3119,56003.74,48,3.93,39188.55,717,50,0
3120,46992.32,60,2.48,75751.16,817,70,0
3121,5000.0,12,5.03,21540.2,642,43,0
3122,102893.86,60,4.17,300000.0,701,56,0
3123,27050.67,24,3.12,55264.95,773,25,0
3124,41024.81,48,6.47,116545.66,543,35,1
3125,5000.0,24,2.33,115483.04,827,59,0
3126,137501.07,60,6.83,47969.36,518,24,0
3127,116518.61,60,4.92,32957.23,649,34,1
3128,39184.02,36,3.93,71086.93,717,62,0
3129,43056.0,24,2.67,155768.31,804,35,0
3130,61041.91,36,4.94,43722.31,648,18,0
3131,15373.49,24,4.76,175228.93,660,36,0
3132,12546.02,36,2.54,91273.91,813,71,0
3133,56046.41,36,7.11,26971.46,499,66,0
3134,5514.32,24,6.38,20000.0,549,43,0
3135,30262.49,60,6.7,92849.37,527,41,1
3136,33938.59,12,6.49,44893.13,541,80,1
3137,24009.73,60,6.26,174070.39,557,30,0
3138,10244.81,12,3.12,106860.64,773,35,0
3139,21949.77,24,2.7,74513.45,802,60,0
3140,20591.06,48,4.36,38172.92,688,32,0
3141,34583.98,60,3.48,218158.49,748,50,0
3142,56147.43,36,3.73,24543.18,731,26,0
3143,172469.71,60,4.91,68283.62,650,67,0
3144,7783.78,24,3.57,60464.1,742,38,0
3145,103185.15,48,3.82,78295.06,725,35,0
3146,16716.19,48,3.98,20000.0,714,32,0
3147,44747.6,60,4.79,20000.0,658,27,0
3148,39564.13,60,4.65,35663.45,668,39,1
3149,40703.45,60,5.16,43642.14,633,18,0
3150,64251.66,24,7.47,49749.53,474,28,0
3151,24038.13,12,5.01,37331.7,643,45,0
3152,19216.99,12,4.84,89197.37,655,46,0
3153,95809.9,36,6.22,20000.0,560,43,0
3154,12429.16,24,5.61,76411.33,602,33,0
3155,9937.55,48,3.89,27635.01,720,67,0
3156,5000.0,36,3.64,21773.83,737,58,0
3157,11822.7,48,7.34,50107.5,483,43,1
3158,36545.72,48,5.93,62195.38,580,43,0
3159,38664.62,60,3.76,94851.93,729,37,0
3160,14679.67,48,6.76,20000.0,523,35,0
3161,5000.0,48,5.11,139839.04,636,42,0
3162,68254.2,24,6.73,42921.38,525,59,0
3163,70935.78,60,6.2,75445.72,561,38,0
3164,306799.0,60,4.4,148523.12,685,64,0
3165,115144.04,36,4.01,60295.74,712,35,0
3166,130226.46,60,3.4,67457.64,754,67,0
3167,80024.86,12,2.0,20000.0,850,40,0
3168,47790.95,24,5.19,67116.66,631,55,0
3169,6879.61,36,5.11,225951.24,636,79,0
3170,48684.51,12,3.05,25075.01,778,80,0
3171,5000.0,48,3.28,173274.54,762,24,0
3172,108271.38,12,4.12,86883.15,704,60,0
3173,32871.76,36,5.48,20000.0,611,30,1
3174,59779.21,60,3.83,20000.0,724,50,0
3175,5000.0,24,5.77,36103.65,591,52,0
3176,38205.14,36,5.87,88313.68,584,57,0
3177,17924.07,12,4.52,133422.01,677,25,1
3178,16771.42,12,2.0,125455.55,850,27,0
3179,24686.62,36,5.33,123168.68,621,32,0
3180,5000.0,36,4.84,28422.12,655,53,0
3181,31429.89,36,7.21,88577.14,492,48,1
3182,33331.76,60,6.23,35499.8,559,51,0
3183,99436.52,36,4.39,123601.51,686,27,0
3184,29757.99,48,4.23,280061.42,697,47,0
